DATE,TIME,BOROUGH,ZIP CODE,latitude,longitude,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/05/2018,15:40,BROOKLYN,11249,40.69819,-73.96191,"(40.69819, -73.96191)",FLUSHING AVENUE                 ,CLASSON AVENUE,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Turning Improperly,,,,3895882,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2018,9:15,QUEENS,11435,40.697796,-73.80814,"(40.697796, -73.80814)",95 AVENUE,LIVERPOOL STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3915875,Sedan,Sedan,,,
06/20/2018,19:25,QUEENS,11433,40.697563,-73.77909,"(40.697563, -73.77909)",110 AVENUE,175 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3925148,Sedan,Sedan,,,
06/20/2018,19:50,QUEENS,11433,40.697563,-73.77909,"(40.697563, -73.77909)",110 AVENUE,175 STREET,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3927297,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/26/2018,18:00,,,40.697525,-73.746826,"(40.697525, -73.746826)",FRANCIS LEWIS BOULEVARD         ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3909884,Sedan,Sedan,Sedan,,
06/25/2018,6:45,QUEENS,11433,40.69687,-73.799194,"(40.69687, -73.799194)",SOUTH ROAD                      ,155 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3929282,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/21/2018,19:28,,,40.696686,-73.9378,"(40.696686, -73.9378)",MYRTLE AVENUE                   ,,,2,0,0,0,0,0,2,0,Pavement Defective,Other Vehicular,,,,3907632,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/05/2018,17:15,,,40.696663,-73.726906,"(40.696663, -73.726906)",CROSS ISLAND PARKWAY            ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3894498,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/24/2018,0:15,,,40.696663,-73.98085,"(40.696663, -73.98085)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,,3928178,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
05/10/2018,14:20,BROOKLYN,11237,40.69655,-73.90577,"(40.69655, -73.90577)",WYCKOFF AVENUE                  ,WEIRFIELD STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3897789,Sedan,Sedan,,,
06/02/2018,0:00,QUEENS,11411,40.696217,-73.7436,"(40.696217, -73.7436)",SPRINGFIELD BOULEVARD           ,LINDEN BOULEVARD,,2,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3917501,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/23/2018,5:03,BROOKLYN,11201,40.696198,-73.98869,"(40.696198, -73.98869)",TILLARY STREET                  ,ADAMS STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,,,,3906385,Sedan,Sedan,,,
05/24/2018,0:00,,,40.696198,-73.98869,"(40.696198, -73.98869)",ADAMS STREET                    ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,3908208,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
05/10/2018,22:00,QUEENS,11412,40.696186,-73.751976,"(40.696186, -73.751976)",116 AVENUE,201 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3898622,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/24/2018,21:30,QUEENS,11412,40.69612,-73.74619,"(40.69612, -73.74619)",LINDEN BOULEVARD                ,FRANCIS LEWIS BOULEVARD,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3928508,Motorcycle,Sedan,,,
05/23/2018,0:03,BROOKLYN,11205,40.696087,-73.96265,"(40.696087, -73.96265)",PARK AVENUE                     ,EMERSON PLACE,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3905868,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,8:10,,,40.69608,-73.9694,"(40.69608, -73.9694)",PARK AVENUE                     ,CLINTON AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3923846,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/16/2018,18:00,QUEENS,11418,40.695824,-73.8211,"(40.695824, -73.8211)",ATLANTIC AVENUE                 ,127 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3922781,Sedan,Sedan,,,
06/02/2018,21:46,BROOKLYN,11206,40.69581,-73.94554,"(40.69581, -73.94554)",,,921       MYRTLE AVENUE,3,0,1,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3913694,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
06/22/2018,0:00,QUEENS,11411,40.695465,-73.734886,"(40.695465, -73.734886)",116 AVENUE,225 STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Driver Inattention/Distraction,,,,3926351,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/02/2018,14:43,QUEENS,11435,40.695446,-73.81157,"(40.695446, -73.81157)",97 AVENUE,REMINGTON STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3912933,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,14:30,QUEENS,11412,40.695114,-73.75898,"(40.695114, -73.75898)",194 STREET,115 DRIVE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3924192,Sedan,Sedan,,,
05/02/2018,15:00,,,40.69511,-73.81249,"(40.69511, -73.81249)",VAN WYCK EXPWY                  ,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3892904,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/11/2018,12:15,QUEENS,11435,40.695087,-73.80292,"(40.695087, -73.80292)",SUTPHIN BOULEVARD               ,106 AVENUE,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3920437,Concrete Mixer,Bus,,,
05/05/2018,18:39,,,40.69499,-73.9073,"(40.69499, -73.9073)",IRVING AVENUE                   ,,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3894944,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/28/2018,5:21,,,40.694576,-73.95615,"(40.694576, -73.95615)",BEDFORD AVENUE                  ,,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3909657,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
06/12/2018,18:55,,,40.694214,-73.7531,"(40.694214, -73.7531)",199 STREET,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3919310,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/19/2018,11:17,QUEENS,11419,40.69407,-73.82802,"(40.69407, -73.82802)",ATLANTIC AVENUE                 ,LEFFERTS BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3924339,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/26/2018,17:30,QUEENS,11419,40.69407,-73.82802,"(40.69407, -73.82802)",ATLANTIC AVENUE                 ,LEFFERTS BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3929754,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/25/2018,23:11,BROOKLYN,11221,40.694,-73.92351,"(40.694, -73.92351)",EVERGREEN AVENUE                ,GREENE AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3928946,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/03/2018,20:27,BROOKLYN,11201,40.693867,-73.99921,"(40.693867, -73.99921)",JORALEMON STREET                ,FURMAN STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3913093,Bus,Bus,,,
05/29/2018,9:44,,,40.69382,-73.94311,"(40.69382, -73.94311)",THROOP AVENUE                   ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3910444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/15/2018,13:50,QUEENS,11421,40.69366,-73.85217,"(40.69366, -73.85217)",JAMAICA AVENUE                  ,WOODHAVEN BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3902323,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/01/2018,21:50,QUEENS,11419,40.693558,-73.82304,"(40.693558, -73.82304)",95 AVENUE,124 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3916289,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,16:59,QUEENS,11412,40.6934,-73.75602,"(40.6934, -73.75602)",196 STREET,LINDEN BOULEVARD,,3,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3924168,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/17/2018,20:32,BROOKLYN,11205,40.69325,-73.97337,"(40.69325, -73.97337)",,,328       MYRTLE AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3922540,Sedan,Sedan,,,
06/02/2018,12:00,QUEENS,11411,40.693226,-73.73404,"(40.693226, -73.73404)",LINDEN BOULEVARD                ,227 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3913250,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/25/2018,16:30,QUEENS,11412,40.693123,-73.752914,"(40.693123, -73.752914)",118 AVENUE,199 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3909882,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/08/2018,21:25,BROOKLYN,11201,40.693085,-73.98873,"(40.693085, -73.98873)",,,333       ADAMS STREET,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3916983,Sedan,Pick-up Truck,,,
05/11/2018,14:15,,,40.69302,-73.91626,"(40.69302, -73.91626)",CENTRAL AVENUE                  ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3899127,Sedan,Pick-up Truck,,,
05/01/2018,15:15,BROOKLYN,11221,40.69302,-73.93706,"(40.69302, -73.93706)",LEWIS AVENUE                    ,DE KALB AVENUE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3893963,PASSENGER VEHICLE,,,,
05/13/2018,14:30,,,40.69299,-73.95583,"(40.69299, -73.95583)",BEDFORD AVENUE                  ,,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3899426,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/26/2018,15:35,,,40.69286,-73.87801,"(40.69286, -73.87801)",JACKIE ROBINSON PKWY            ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3931118,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/05/2018,16:30,QUEENS,11418,40.692726,-73.81065,"(40.692726, -73.81065)",VANWYCK EXPRESSWAY              ,LLOYD ROAD,,3,0,0,0,0,0,3,0,Following Too Closely,Following Too Closely,Unspecified,,,3894302,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
05/07/2018,6:30,,,40.692722,-73.72673,"(40.692722, -73.72673)",CROSS ISLAND PARKWAY            ,,,4,0,0,0,0,0,4,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,3896395,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
06/17/2018,0:00,QUEENS,11411,40.69251,-73.73744,"(40.69251, -73.73744)",118 AVENUE,224 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3924111,Sedan,Sedan,,,
05/13/2018,22:25,QUEENS,11411,40.692387,-73.74543,"(40.692387, -73.74543)",,,119-22    SPRINGFIELD BOULEVARD,2,0,0,0,0,0,2,0,Aggressive Driving/Road Rage,Unspecified,,,,3899559,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/23/2018,14:47,,,40.69218,-73.77122,"(40.69218, -73.77122)",115 AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3908714,Sedan,Sedan,,,
06/07/2018,15:40,QUEENS,11419,40.692062,-73.82349,"(40.692062, -73.82349)",123 STREET,97 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3916294,Sedan,Sedan,,,
06/10/2018,19:30,,,40.692,-73.92646,"(40.692, -73.92646)",VAN BUREN STREET                ,BROADWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3918191,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/09/2018,0:00,,,40.69168,-73.999344,"(40.69168, -73.999344)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,,,3917462,Station Wagon/Sport Utility Vehicle,Sedan,Taxi,,
06/24/2018,21:45,QUEENS,11412,40.691666,-73.76239,"(40.691666, -73.76239)",LINDEN BOULEVARD                ,FARMERS BOULEVARD,,3,0,3,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3928506,Sedan,,,,
06/10/2018,22:37,,,40.691624,-73.942665,"(40.691624, -73.942665)",THROOP AVENUE                   ,,,4,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,,,,3918277,Sedan,Sedan,,,
06/17/2018,19:58,,,40.691555,-73.93677,"(40.691555, -73.93677)",LEWIS AVENUE                    ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3923836,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/20/2018,20:59,,,40.691536,-73.99912,"(40.691536, -73.99912)",BROOKLYN QUEENS EXPRESSWAY      ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3904240,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/23/2018,22:00,,,40.69152,-73.74708,"(40.69152, -73.74708)",120 AVENUE,NASHVILLE BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3928456,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/21/2018,5:30,QUEENS,11412,40.691505,-73.747284,"(40.691505, -73.747284)",,,203-7     120 AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3904897,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/08/2018,20:00,QUEENS,11411,40.691452,-73.733955,"(40.691452, -73.733955)",118 AVENUE,228 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3896205,Sedan,Sedan,,,
06/15/2018,6:40,QUEENS,11419,40.691364,-73.83755,"(40.691364, -73.83755)",ATLANTIC AVENUE                 ,108 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3921573,Sedan,Sedan,,,
06/26/2018,6:28,,,40.69078,-73.72728,"(40.69078, -73.72728)",CROSS ISLAND PARKWAY            ,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3929171,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
05/13/2018,22:20,,,40.690594,-73.95162,"(40.690594, -73.95162)",KOSCIUSZKO STREET               ,,,2,0,0,0,0,0,2,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3903454,Sedan,Sedan,,,
05/05/2018,17:30,QUEENS,11434,40.690342,-73.78243,"(40.690342, -73.78243)",LINDEN BOULEVARD                ,167 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3894347,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/02/2018,0:08,,,40.690266,-73.91546,"(40.690266, -73.91546)",CORNELIA STREET                 ,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Aggressive Driving/Road Rage,,,,3912782,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/08/2018,23:58,QUEENS,11411,40.690144,-73.7296,"(40.690144, -73.7296)",118 AVENUE,233 STREET,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,,,,3917512,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/26/2018,14:30,,,40.68939,-73.85793,"(40.68939, -73.85793)",85 STREET,89 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3909766,Sedan,Sedan,,,
05/31/2018,8:38,,,40.689133,-73.951324,"(40.689133, -73.951324)",NOSTRAND AVENUE                 ,,,4,0,3,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3912746,Sedan,Sedan,,,
06/10/2018,13:30,,,40.688473,-73.80857,"(40.688473, -73.80857)",VAN WYCK EXPWY                  ,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3918094,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/18/2018,9:30,,,40.688457,-73.98272,"(40.688457, -73.98272)",LIVINGSTON STREET               ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3924146,Station Wagon/Sport Utility Vehicle,Bus,,,
06/19/2018,14:30,QUEENS,11433,40.688263,-73.79294,"(40.688263, -73.79294)",112 AVENUE,155 STREET,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,Unspecified,,,3926951,Sedan,Sedan,Sedan,,
05/22/2018,17:20,BROOKLYN,11201,40.68817,-73.98399,"(40.68817, -73.98399)",SCHERMERHORN STREET             ,BOND STREET,,2,0,1,0,1,0,0,0,Traffic Control Disregarded,,,,,3907823,Bike,,,,
05/25/2018,5:35,QUEENS,11416,40.68816,-73.848854,"(40.68816, -73.848854)",ATLANTIC AVENUE                 ,WOODHAVEN BOULEVARD,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3907932,Sedan,Station Wagon/Sport Utility Vehicle,Bus,,
05/01/2018,9:18,BROOKLYN,11238,40.688087,-73.96683,"(40.688087, -73.96683)",WAVERLY AVENUE                  ,LAFAYETTE AVENUE,,3,0,0,0,0,0,3,0,Fell Asleep,Unspecified,,,,3891937,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/15/2018,16:00,QUEENS,11419,40.68795,-73.82502,"(40.68795, -73.82502)",LEFFERTS BOULEVARD              ,103 AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3905025,Sedan,Sedan,,,
05/23/2018,17:02,BROOKLYN,11207,40.68789,-73.90724,"(40.68789, -73.90724)",COOPER STREET                   ,CENTRAL AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3907489,Taxi,Pick-up Truck,,,
05/30/2018,21:05,BROOKLYN,11207,40.68789,-73.90724,"(40.68789, -73.90724)",COOPER STREET                   ,CENTRAL AVENUE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3911363,Taxi,,,,
06/03/2018,10:00,,,40.68787,-73.79747,"(40.68787, -73.79747)",111 AVENUE,,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unspecified,,,,3913230,Sedan,Sedan,,,
05/27/2018,20:50,,,40.68777,-73.98701,"(40.68777, -73.98701)",ATLANTIC AVENUE                 ,,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,3909477,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/20/2018,19:00,QUEENS,11411,40.687763,-73.74095,"(40.687763, -73.74095)",223 STREET,FRANCIS LEWIS BOULEVARD,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3929145,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/16/2018,16:50,,,40.687557,-73.93896,"(40.687557, -73.93896)",GATES AVENUE                    ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3926007,Sedan,Sedan,,,
06/06/2018,9:40,QUEENS,11412,40.687477,-73.75834,"(40.687477, -73.75834)",120 AVENUE,LUCAS STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3915669,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/19/2018,2:20,QUEENS,11413,40.687447,-73.748856,"(40.687447, -73.748856)",122 AVENUE,SPRINGFIELD BOULEVARD,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3903162,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/02/2018,12:40,,,40.68742,-73.999725,"(40.68742, -73.999725)",BROOKLYN QUEENS EXPRESSWAY      ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,Unspecified,,,3912713,Sedan,Sedan,Sedan,,
05/21/2018,8:05,QUEENS,11434,40.686684,-73.78767,"(40.686684, -73.78767)",158 STREET,115 ROAD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3905316,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/15/2018,19:44,,,40.68668,-73.97937,"(40.68668, -73.97937)",FLATBUSH AVENUE                 ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3921940,Sedan,Sedan,,,
06/20/2018,14:08,,,40.686504,-73.874954,"(40.686504, -73.874954)",EUCLID AVENUE                   ,,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3926872,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/30/2018,17:50,QUEENS,11434,40.68636,-73.7801,"(40.68636, -73.7801)",,,116-39    167 STREET,2,0,2,0,0,0,0,0,Unspecified,,,,,3911198,Station Wagon/Sport Utility Vehicle,,,,
05/11/2018,12:00,BROOKLYN,11208,40.68632,-73.869095,"(40.68632, -73.869095)",RIDGEWOOD AVENUE                ,NICHOLS AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3903328,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/29/2018,8:57,BROOKLYN,11217,40.68631,-73.97445,"(40.68631, -73.97445)",FULTON STREET                   ,SOUTH PORTLAND AVENUE,,2,0,0,0,0,0,2,0,Brakes Defective,Unspecified,,,,3910661,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/19/2018,2:00,,,40.686085,-73.982666,"(40.686085, -73.982666)",ATLANTIC AVENUE                 ,,,2,0,0,0,0,0,2,0,Pavement Defective,,,,,3903157,Motorcycle,,,,
06/20/2018,15:50,,,40.68576,-73.915504,"(40.68576, -73.915504)",BROADWAY                        ,HALSEY STREET,,6,0,0,0,0,0,6,0,Following Too Closely,Unspecified,Unspecified,,,3928478,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,Bus,,
06/17/2018,17:17,QUEENS,11420,40.685654,-73.81165,"(40.685654, -73.81165)",132 STREET,109 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3923628,Sedan,Sedan,,,
06/09/2018,0:30,QUEENS,11434,40.68559,-73.78732,"(40.68559, -73.78732)",157 STREET,115 DRIVE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3917674,Sedan,Sedan,,,
05/04/2018,7:00,BROOKLYN,11207,40.685368,-73.9109,"(40.685368, -73.9109)",BUSHWICK AVENUE                 ,DECATUR STREET,,9,0,0,0,0,0,9,0,Passing or Lane Usage Improper,Unspecified,,,,3895043,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/16/2018,21:30,QUEENS,11416,40.685226,-73.84938,"(40.685226, -73.84938)",97 AVENUE,92 STREET,,2,0,0,0,2,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3923595,Sedan,Bike,,,
05/28/2018,15:28,BROOKLYN,11221,40.68515,-73.94025,"(40.68515, -73.94025)",,,528       PUTNAM AVENUE,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Reaction to Other Uninvolved Vehicle,,,,3909712,Sedan,Box Truck,,,
05/17/2018,10:40,BROOKLYN,11238,40.685104,-73.96023,"(40.685104, -73.96023)",IRVING PLACE                    ,GATES AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3902394,Taxi,Sedan,,,
06/02/2018,23:45,QUEENS,11434,40.68476,-73.78742,"(40.68476, -73.78742)",116 AVENUE,BARRON STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3913233,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
05/14/2018,15:27,QUEENS,11416,40.684734,-73.85112,"(40.684734, -73.85112)",90 STREET,97 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3900442,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
05/05/2018,16:20,QUEENS,11419,40.684643,-73.82236,"(40.684643, -73.82236)",107 AVENUE,120 STREET,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,3895187,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/16/2018,15:15,BROOKLYN,11208,40.68464,-73.87584,"(40.68464, -73.87584)",RIDGEWOOD AVENUE                ,CHESTNUT STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3901627,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/12/2018,12:30,BROOKLYN,11233,40.68463,-73.918655,"(40.68463, -73.918655)",,,806       MACON STREET,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3920025,Sedan,Sedan,,,
06/06/2018,17:40,BROOKLYN,11207,40.684513,-73.909386,"(40.684513, -73.909386)",BUSHWICK AVENUE                 ,MOFFAT STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3915304,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
